institute,program,quota,seat_type,gender,opening_rank,closing_rank,round,year,is_special_round,institute_type,is_pwd,category_base,gender_short,rank_window,competitiveness_score,iit_generation,nit_region,program_category,yoy_closing_rank_change,is_new_age_program,is_top_tier_college,accessibility_label,last_round
Indian Institute of Technology Jammu,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,14562,14983,6,2021,False,IIT,False,OPEN,GN,421,0.982,New IIT,Not NIT,Materials_Mining,280.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2428,2601,6,2019,False,IIT,False,SC,GN,173,0.9736,New IIT,Not NIT,Materials_Mining,-325.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2954,3007,6,2020,False,IIT,False,SC,GN,53,0.9685,New IIT,Not NIT,Materials_Mining,406.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2896,3043,6,2021,False,IIT,False,SC,GN,147,0.9573,New IIT,Not NIT,Materials_Mining,36.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1095,1191,5,2024,False,IIT,False,EWS,GN,96,0.9923,New IIT,Not NIT,CS,-13.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1097,1204,6,2023,False,IIT,False,EWS,GN,107,0.9898,New IIT,Not NIT,CS,37.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1088,1167,6,2025,False,IIT,False,EWS,GN,79,0.9914,New IIT,Not NIT,CS,-37.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7179,7240,5,2024,False,IIT,False,OBC-NCL,FO,61,0.9873,New IIT,Not NIT,CS,1136.0,False,False,High Competition,5
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5459,6777,6,2023,False,IIT,False,OBC-NCL,FO,1318,0.9835,New IIT,Not NIT,CS,-138.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6284,6915,6,2025,False,IIT,False,OBC-NCL,FO,631,0.9877,New IIT,Not NIT,CS,138.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2610,3141,5,2024,False,IIT,False,OBC-NCL,GN,531,0.9945,New IIT,Not NIT,CS,13.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2796,3128,6,2023,False,IIT,False,OBC-NCL,GN,332,0.9924,New IIT,Not NIT,CS,-150.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2987,3278,6,2025,False,IIT,False,OBC-NCL,GN,291,0.9942,New IIT,Not NIT,CS,150.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12130,14105,5,2024,False,IIT,False,OPEN,FO,1975,0.9897,New IIT,Not NIT,CS,572.0,False,False,High Competition,5
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10282,14564,6,2023,False,IIT,False,OPEN,FO,4282,0.9862,New IIT,Not NIT,CS,-1568.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),13000,16132,6,2025,False,IIT,False,OPEN,FO,3132,0.9877,New IIT,Not NIT,CS,1568.0,False,False,Moderate Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6555,7956,5,2024,False,IIT,False,OPEN,GN,1401,0.9942,New IIT,Not NIT,CS,289.0,False,False,High Competition,5
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6108,7855,6,2023,False,IIT,False,OPEN,GN,1747,0.9926,New IIT,Not NIT,CS,-74.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6651,7987,6,2025,False,IIT,False,OPEN,GN,1336,0.9939,New IIT,Not NIT,CS,132.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2239,2750,5,2024,False,IIT,False,SC,FO,511,0.9792,New IIT,Not NIT,CS,-257.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3007,3048,6,2023,False,IIT,False,SC,FO,41,0.9693,New IIT,Not NIT,CS,201.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2827,2847,6,2025,False,IIT,False,SC,FO,20,0.9768,New IIT,Not NIT,CS,-201.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1273,1566,5,2024,False,IIT,False,SC,GN,293,0.9882,New IIT,Not NIT,CS,-336.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1679,1902,6,2023,False,IIT,False,SC,GN,223,0.9809,New IIT,Not NIT,CS,26.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1742,1876,6,2025,False,IIT,False,SC,GN,134,0.9847,New IIT,Not NIT,CS,-26.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,892,1087,5,2024,False,IIT,False,ST,GN,195,0.9763,New IIT,Not NIT,CS,250.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,809,837,6,2023,False,IIT,False,ST,GN,28,0.9768,New IIT,Not NIT,CS,-342.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1025,1179,6,2025,False,IIT,False,ST,GN,154,0.9748,New IIT,Not NIT,CS,342.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3921,3921,5,2024,False,IIT,False,EWS,FO,0,0.9747,New IIT,Not NIT,Mechanical,152.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3739,3739,6,2020,False,IIT,False,EWS,FO,0,0.9588,New IIT,Not NIT,Mechanical,210.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4075,4075,6,2021,False,IIT,False,EWS,FO,0,0.9475,New IIT,Not NIT,Mechanical,336.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3818,3818,6,2022,False,IIT,False,EWS,FO,0,0.9537,New IIT,Not NIT,Mechanical,-257.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3769,3769,6,2023,False,IIT,False,EWS,FO,0,0.968,New IIT,Not NIT,Mechanical,-49.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3803,3803,6,2025,False,IIT,False,EWS,FO,0,0.972,New IIT,Not NIT,Mechanical,34.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1925,1967,5,2024,False,IIT,False,EWS,GN,42,0.9873,New IIT,Not NIT,Mechanical,-153.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1010,1047,6,2019,False,IIT,False,EWS,GN,37,0.9738,New IIT,Not NIT,Mechanical,-999.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1642,1746,6,2020,False,IIT,False,EWS,GN,104,0.9808,New IIT,Not NIT,Mechanical,699.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1778,2021,6,2021,False,IIT,False,EWS,GN,243,0.9739,New IIT,Not NIT,Mechanical,275.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1872,2085,6,2022,False,IIT,False,EWS,GN,213,0.9747,New IIT,Not NIT,Mechanical,64.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2282,2487,6,2023,False,IIT,False,EWS,GN,205,0.9789,New IIT,Not NIT,Mechanical,402.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1860,2107,6,2025,False,IIT,False,EWS,GN,247,0.9845,New IIT,Not NIT,Mechanical,-380.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6088,6088,6,2018,False,IIT,False,OBC-NCL,FO,0,0.9849,New IIT,Not NIT,Mechanical,-3449.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7278,7324,6,2019,False,IIT,False,OBC-NCL,FO,46,0.9831,New IIT,Not NIT,Mechanical,1236.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8479,9175,6,2020,False,IIT,False,OBC-NCL,FO,696,0.9766,New IIT,Not NIT,Mechanical,1851.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8863,8863,6,2021,False,IIT,False,OBC-NCL,FO,0,0.971,New IIT,Not NIT,Mechanical,-312.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8880,8905,6,2022,False,IIT,False,OBC-NCL,FO,25,0.9727,New IIT,Not NIT,Mechanical,42.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8796,9044,6,2023,False,IIT,False,OBC-NCL,FO,248,0.978,New IIT,Not NIT,Mechanical,139.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8757,9537,6,2025,False,IIT,False,OBC-NCL,FO,780,0.983,New IIT,Not NIT,Mechanical,493.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4518,5048,5,2024,False,IIT,False,OBC-NCL,GN,530,0.9912,New IIT,Not NIT,Mechanical,142.0,False,False,High Competition,5
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3145,3370,6,2018,False,IIT,False,OBC-NCL,GN,225,0.9916,New IIT,Not NIT,Mechanical,-1662.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3645,3741,6,2019,False,IIT,False,OBC-NCL,GN,96,0.9914,New IIT,Not NIT,Mechanical,371.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3048,4561,6,2020,False,IIT,False,OBC-NCL,GN,1513,0.9884,New IIT,Not NIT,Mechanical,820.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4168,4917,6,2021,False,IIT,False,OBC-NCL,GN,749,0.9839,New IIT,Not NIT,Mechanical,356.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4165,4903,6,2022,False,IIT,False,OBC-NCL,GN,738,0.985,New IIT,Not NIT,Mechanical,-14.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4197,4906,6,2023,False,IIT,False,OBC-NCL,GN,709,0.9881,New IIT,Not NIT,Mechanical,3.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4475,5123,6,2025,False,IIT,False,OBC-NCL,GN,648,0.9909,New IIT,Not NIT,Mechanical,217.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),21564,23887,5,2024,False,IIT,False,OPEN,FO,2323,0.9825,New IIT,Not NIT,Mechanical,3213.0,False,False,Moderate Competition,5
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11416,12023,6,2018,False,IIT,False,OPEN,FO,607,0.9887,New IIT,Not NIT,Mechanical,-9974.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15975,16212,6,2019,False,IIT,False,OPEN,FO,237,0.9858,New IIT,Not NIT,Mechanical,4189.0,False,False,Moderate Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),17359,18402,6,2020,False,IIT,False,OPEN,FO,1043,0.9815,New IIT,Not NIT,Mechanical,2190.0,False,False,Moderate Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),22630,24256,6,2021,False,IIT,False,OPEN,FO,1626,0.9708,New IIT,Not NIT,Mechanical,5854.0,False,False,Moderate Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),19716,22278,6,2022,False,IIT,False,OPEN,FO,2562,0.9747,New IIT,Not NIT,Mechanical,-1978.0,False,False,Moderate Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),18797,20674,6,2023,False,IIT,False,OPEN,FO,1877,0.9805,New IIT,Not NIT,Mechanical,-1604.0,False,False,Moderate Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),19472,21997,6,2025,False,IIT,False,OPEN,FO,2525,0.9833,New IIT,Not NIT,Mechanical,1323.0,False,False,Moderate Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10912,12483,5,2024,False,IIT,False,OPEN,GN,1571,0.9909,New IIT,Not NIT,Mechanical,-118.0,False,False,High Competition,5
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7954,8344,6,2018,False,IIT,False,OPEN,GN,390,0.9921,New IIT,Not NIT,Mechanical,-3982.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8562,9286,6,2019,False,IIT,False,OPEN,GN,724,0.9919,New IIT,Not NIT,Mechanical,942.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9444,12121,6,2020,False,IIT,False,OPEN,GN,2677,0.9878,New IIT,Not NIT,Mechanical,2835.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9997,12989,6,2021,False,IIT,False,OPEN,GN,2992,0.9844,New IIT,Not NIT,Mechanical,868.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9273,13048,6,2022,False,IIT,False,OPEN,GN,3775,0.9852,New IIT,Not NIT,Mechanical,59.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10829,14589,6,2023,False,IIT,False,OPEN,GN,3760,0.9862,New IIT,Not NIT,Mechanical,1541.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10308,12513,6,2025,False,IIT,False,OPEN,GN,2205,0.9905,New IIT,Not NIT,Mechanical,-2076.0,False,False,High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3839,3839,5,2024,False,IIT,False,SC,FO,0,0.971,New IIT,Not NIT,Mechanical,-200.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3300,3300,6,2019,False,IIT,False,SC,FO,0,0.9665,New IIT,Not NIT,Mechanical,-564.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3381,3381,6,2020,False,IIT,False,SC,FO,0,0.9646,New IIT,Not NIT,Mechanical,81.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3425,3425,6,2022,False,IIT,False,SC,FO,0,0.9553,New IIT,Not NIT,Mechanical,44.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4401,4401,6,2023,False,IIT,False,SC,FO,0,0.9557,New IIT,Not NIT,Mechanical,976.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3864,3864,6,2025,False,IIT,False,SC,FO,0,0.9685,New IIT,Not NIT,Mechanical,-537.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2470,2650,5,2024,False,IIT,False,SC,GN,180,0.98,New IIT,Not NIT,Mechanical,-10.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1648,1710,6,2018,False,IIT,False,SC,GN,62,0.9827,New IIT,Not NIT,Mechanical,-1085.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1761,1909,6,2019,False,IIT,False,SC,GN,148,0.9806,New IIT,Not NIT,Mechanical,199.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2272,2588,6,2020,False,IIT,False,SC,GN,316,0.9729,New IIT,Not NIT,Mechanical,679.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1892,2544,6,2021,False,IIT,False,SC,GN,652,0.9643,New IIT,Not NIT,Mechanical,-44.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2235,2398,6,2022,False,IIT,False,SC,GN,163,0.9687,New IIT,Not NIT,Mechanical,-146.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2162,2660,6,2023,False,IIT,False,SC,GN,498,0.9732,New IIT,Not NIT,Mechanical,262.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2484,2795,6,2025,False,IIT,False,SC,GN,311,0.9772,New IIT,Not NIT,Mechanical,135.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),780,780,6,2018,False,IIT,False,ST,FO,0,0.9815,New IIT,Not NIT,Mechanical,-1053.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1833,1833,6,2025,False,IIT,False,ST,FO,0,0.9608,New IIT,Not NIT,Mechanical,1053.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1208,1236,5,2024,False,IIT,False,ST,GN,28,0.9731,New IIT,Not NIT,Mechanical,24.0,False,False,Very High Competition,5
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,690,695,6,2018,False,IIT,False,ST,GN,5,0.9835,New IIT,Not NIT,Mechanical,-527.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,720,723,6,2019,False,IIT,False,ST,GN,3,0.9834,New IIT,Not NIT,Mechanical,28.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1112,1128,6,2022,False,IIT,False,ST,GN,16,0.9636,New IIT,Not NIT,Mechanical,405.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1194,1212,6,2023,False,IIT,False,ST,GN,18,0.9663,New IIT,Not NIT,Mechanical,84.0,False,False,Very High Competition,6
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1178,1222,6,2025,False,IIT,False,ST,GN,44,0.9739,New IIT,Not NIT,Mechanical,10.0,False,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1537,1587,5,2024,False,IIT,False,EWS,FO,50,0.9898,New IIT,Not NIT,CS,374.0,True,False,Very High Competition,5
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1394,1394,6,2021,False,IIT,False,EWS,FO,0,0.982,New IIT,Not NIT,CS,394.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),975,975,6,2022,False,IIT,False,EWS,FO,0,0.9882,New IIT,Not NIT,CS,-419.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1213,1213,6,2023,False,IIT,False,EWS,FO,0,0.9897,New IIT,Not NIT,CS,238.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1018,1018,6,2025,False,IIT,False,EWS,FO,0,0.9925,New IIT,Not NIT,CS,-195.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,509,555,5,2024,False,IIT,False,EWS,GN,46,0.9964,New IIT,Not NIT,CS,-17.0,True,False,Very High Competition,5
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,443,498,6,2020,False,IIT,False,EWS,GN,55,0.9945,New IIT,Not NIT,CS,-130.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,437,550,6,2021,False,IIT,False,EWS,GN,113,0.9929,New IIT,Not NIT,CS,52.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,399,456,6,2022,False,IIT,False,EWS,GN,57,0.9945,New IIT,Not NIT,CS,-94.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,535,572,6,2023,False,IIT,False,EWS,GN,37,0.9951,New IIT,Not NIT,CS,116.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,450,628,6,2025,False,IIT,False,EWS,GN,178,0.9954,New IIT,Not NIT,CS,56.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4169,4502,5,2024,False,IIT,False,OBC-NCL,FO,333,0.9921,New IIT,Not NIT,CS,1357.0,True,False,Very High Competition,5
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3148,3617,6,2020,False,IIT,False,OBC-NCL,FO,469,0.9908,New IIT,Not NIT,CS,-939.0,True,False,Very High Competition,6
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2295,3317,6,2021,False,IIT,False,OBC-NCL,FO,1022,0.9891,New IIT,Not NIT,CS,-300.0,True,False,Very High Competition,6
