institute,program,quota,seat_type,gender,opening_rank,closing_rank,round,year,is_special_round,institute_type,is_pwd,category_base,gender_short,rank_window,competitiveness_score,iit_generation,nit_region,program_category,yoy_closing_rank_change,is_new_age_program,is_top_tier_college,accessibility_label,last_round
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5919,5919,6,2021,False,NIT,False,EWS,FO,0,0.9237,Not IIT,North,Civil,-919.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6025,6025,6,2022,False,NIT,False,EWS,FO,0,0.9269,Not IIT,North,Civil,106.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7243,7243,6,2023,False,NIT,False,EWS,FO,0,0.9384,Not IIT,North,Civil,1218.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6831,6831,6,2025,False,NIT,False,EWS,FO,0,0.9497,Not IIT,North,Civil,-412.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4853,5018,5,2024,False,NIT,False,EWS,GN,165,0.9676,Not IIT,North,Civil,4851.0,False,False,High Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4163,4528,5,2024,False,NIT,False,EWS,GN,365,0.9708,Not IIT,North,Civil,305.0,False,False,Very High Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1918,2046,6,2019,False,NIT,False,EWS,GN,128,0.9489,Not IIT,North,Civil,-2242.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3617,4237,6,2020,False,NIT,False,EWS,GN,620,0.9534,Not IIT,North,Civil,2191.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3320,3807,6,2021,False,NIT,False,EWS,GN,487,0.9509,Not IIT,North,Civil,-430.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3699,3966,6,2022,False,NIT,False,EWS,GN,267,0.9519,Not IIT,North,Civil,159.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4167,4651,6,2023,False,NIT,False,EWS,GN,484,0.9605,Not IIT,North,Civil,685.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3816,4288,6,2025,False,NIT,False,EWS,GN,472,0.9684,Not IIT,North,Civil,-363.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2214,2216,6,2019,False,NIT,False,EWS,GN,2,0.9446,Not IIT,North,Civil,1972.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3878,4276,6,2020,False,NIT,False,EWS,GN,398,0.9529,Not IIT,North,Civil,2060.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4065,4170,6,2021,False,NIT,False,EWS,GN,105,0.9462,Not IIT,North,Civil,3987.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4119,4466,6,2022,False,NIT,False,EWS,GN,347,0.9458,Not IIT,North,Civil,4353.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5140,5418,6,2023,False,NIT,False,EWS,GN,278,0.9539,Not IIT,North,Civil,5223.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4200,4388,6,2025,False,NIT,False,EWS,GN,188,0.9677,Not IIT,North,Civil,4208.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),12963,15463,5,2024,False,NIT,False,OBC-NCL,FO,2500,0.9729,Not IIT,North,Civil,0.0,False,False,Moderate Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),14771,17586,5,2024,False,NIT,False,OBC-NCL,FO,2815,0.9692,Not IIT,North,Civil,2417.0,False,False,Moderate Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10857,11152,6,2018,False,NIT,False,OBC-NCL,FO,295,0.9723,Not IIT,North,Civil,-5768.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),7610,11993,6,2019,False,NIT,False,OBC-NCL,FO,4383,0.9723,Not IIT,North,Civil,841.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),13039,14924,6,2020,False,NIT,False,OBC-NCL,FO,1885,0.962,Not IIT,North,Civil,2931.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12368,14379,6,2021,False,NIT,False,OBC-NCL,FO,2011,0.9529,Not IIT,North,Civil,-545.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),13163,14751,6,2022,False,NIT,False,OBC-NCL,FO,1588,0.9548,Not IIT,North,Civil,372.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),13098,15169,6,2023,False,NIT,False,OBC-NCL,FO,2071,0.9631,Not IIT,North,Civil,418.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),14292,16920,6,2025,False,NIT,False,OBC-NCL,FO,2628,0.9699,Not IIT,North,Civil,1751.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6626,8956,6,2018,False,NIT,False,OBC-NCL,FO,2330,0.9777,Not IIT,North,Civil,-9088.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8112,10876,6,2019,False,NIT,False,OBC-NCL,FO,2764,0.9749,Not IIT,North,Civil,1920.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),11994,13163,6,2020,False,NIT,False,OBC-NCL,FO,1169,0.9665,Not IIT,North,Civil,2287.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13656,16434,6,2021,False,NIT,False,OBC-NCL,FO,2778,0.9462,Not IIT,North,Civil,3271.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),11081,14081,6,2022,False,NIT,False,OBC-NCL,FO,3000,0.9569,Not IIT,North,Civil,-2353.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14718,16316,6,2023,False,NIT,False,OBC-NCL,FO,1598,0.9603,Not IIT,North,Civil,2235.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15276,18044,6,2025,False,NIT,False,OBC-NCL,FO,2768,0.9679,Not IIT,North,Civil,1728.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,8930,10495,5,2024,False,NIT,False,OBC-NCL,GN,1565,0.9816,Not IIT,North,Civil,484.0,False,False,High Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7788,9043,5,2024,False,NIT,False,OBC-NCL,GN,1255,0.9842,Not IIT,North,Civil,8289.0,False,False,High Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3286,4311,6,2018,False,NIT,False,OBC-NCL,GN,1025,0.9893,Not IIT,North,Civil,3252.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4584,5837,6,2019,False,NIT,False,OBC-NCL,GN,1253,0.9865,Not IIT,North,Civil,1526.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5412,6839,6,2020,False,NIT,False,OBC-NCL,GN,1427,0.9826,Not IIT,North,Civil,6458.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5364,7433,6,2021,False,NIT,False,OBC-NCL,GN,2069,0.9757,Not IIT,North,Civil,6552.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6586,8585,6,2022,False,NIT,False,OBC-NCL,GN,1999,0.9737,Not IIT,North,Civil,7939.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7265,9431,6,2023,False,NIT,False,OBC-NCL,GN,2166,0.977,Not IIT,North,Civil,9021.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7754,9758,6,2025,False,NIT,False,OBC-NCL,GN,2004,0.9826,Not IIT,North,Civil,9004.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3264,4569,6,2018,False,NIT,False,OBC-NCL,GN,1305,0.9886,Not IIT,North,Civil,-4976.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4879,5493,6,2019,False,NIT,False,OBC-NCL,GN,614,0.9873,Not IIT,North,Civil,5114.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5538,7241,6,2020,False,NIT,False,OBC-NCL,GN,1703,0.9816,Not IIT,North,Civil,1748.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6819,8323,6,2021,False,NIT,False,OBC-NCL,GN,1504,0.9727,Not IIT,North,Civil,1082.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7712,9148,6,2022,False,NIT,False,OBC-NCL,GN,1436,0.972,Not IIT,North,Civil,825.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8917,10065,6,2023,False,NIT,False,OBC-NCL,GN,1148,0.9755,Not IIT,North,Civil,917.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8314,9545,6,2025,False,NIT,False,OBC-NCL,GN,1231,0.983,Not IIT,North,Civil,-520.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),29464,41013,5,2024,False,NIT,False,OPEN,FO,11549,0.97,Not IIT,North,Civil,38822.0,False,False,Low Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),41257,42910,5,2024,False,NIT,False,OPEN,FO,1653,0.9686,Not IIT,North,Civil,9143.0,False,False,Low Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),16694,20694,6,2018,False,NIT,False,OPEN,FO,4000,0.9805,Not IIT,North,Civil,-25603.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),16581,26507,6,2019,False,NIT,False,OPEN,FO,9926,0.9768,Not IIT,North,Civil,25920.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),30745,38646,6,2020,False,NIT,False,OPEN,FO,7901,0.9612,Not IIT,North,Civil,12139.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),30446,35168,6,2021,False,NIT,False,OPEN,FO,4722,0.9577,Not IIT,North,Civil,-3478.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),27142,38263,6,2022,False,NIT,False,OPEN,FO,11121,0.9565,Not IIT,North,Civil,3095.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),32537,38467,6,2023,False,NIT,False,OPEN,FO,5930,0.9636,Not IIT,North,Civil,204.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),34243,46297,6,2025,False,NIT,False,OPEN,FO,12054,0.9648,Not IIT,North,Civil,7830.0,False,False,Low Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),17701,19230,6,2018,False,NIT,False,OPEN,FO,1529,0.9819,Not IIT,North,Civil,17366.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),22432,27087,6,2019,False,NIT,False,OPEN,FO,4655,0.9763,Not IIT,North,Civil,7857.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),18499,35353,6,2020,False,NIT,False,OPEN,FO,16854,0.9645,Not IIT,North,Civil,8266.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),34115,35932,6,2021,False,NIT,False,OPEN,FO,1817,0.9567,Not IIT,North,Civil,34172.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),35361,39384,6,2022,False,NIT,False,OPEN,FO,4023,0.9553,Not IIT,North,Civil,37303.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),35394,43955,6,2023,False,NIT,False,OPEN,FO,8561,0.9585,Not IIT,North,Civil,4571.0,False,False,Low Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),37704,45525,6,2025,False,NIT,False,OPEN,FO,7821,0.9654,Not IIT,North,Civil,43755.0,False,False,Low Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,15324,29422,5,2024,False,NIT,False,OPEN,GN,14098,0.9785,Not IIT,North,Civil,28754.0,False,False,Moderate Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,18477,26362,5,2024,False,NIT,False,OPEN,GN,7885,0.9807,Not IIT,North,Civil,25919.0,False,False,Moderate Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,8127,13617,6,2018,False,NIT,False,OPEN,GN,5490,0.9872,Not IIT,North,Civil,12733.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13062,16001,6,2019,False,NIT,False,OPEN,GN,2939,0.986,Not IIT,North,Civil,15749.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,8353,22404,6,2020,False,NIT,False,OPEN,GN,14051,0.9775,Not IIT,North,Civil,21885.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,17124,23084,6,2021,False,NIT,False,OPEN,GN,5960,0.9722,Not IIT,North,Civil,22835.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16191,25632,6,2022,False,NIT,False,OPEN,GN,9441,0.9709,Not IIT,North,Civil,24427.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,21936,27278,6,2023,False,NIT,False,OPEN,GN,5342,0.9742,Not IIT,North,Civil,26583.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,17628,27897,6,2025,False,NIT,False,OPEN,GN,10269,0.9788,Not IIT,North,Civil,27454.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,11756,14917,6,2018,False,NIT,False,OPEN,GN,3161,0.9859,Not IIT,North,Civil,14181.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,4689,17939,6,2019,False,NIT,False,OPEN,GN,13250,0.9843,Not IIT,North,Civil,17690.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,11884,23668,6,2020,False,NIT,False,OPEN,GN,11784,0.9763,Not IIT,North,Civil,23120.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,16455,27329,6,2021,False,NIT,False,OPEN,GN,10874,0.9671,Not IIT,North,Civil,27193.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,14395,28349,6,2022,False,NIT,False,OPEN,GN,13954,0.9678,Not IIT,North,Civil,27566.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,15460,33065,6,2023,False,NIT,False,OPEN,GN,17605,0.9687,Not IIT,North,Civil,32403.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,8568,30528,6,2025,False,NIT,False,OPEN,GN,21960,0.9768,Not IIT,North,Civil,29795.0,False,False,Moderate Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),6075,6828,5,2024,False,NIT,False,SC,FO,753,0.9484,Not IIT,North,Civil,0.0,False,False,High Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4816,4816,5,2024,False,NIT,False,SC,FO,0,0.9636,Not IIT,North,Civil,326.0,False,False,Very High Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3276,3276,6,2018,False,NIT,False,SC,FO,0,0.9669,Not IIT,North,Civil,-801.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3085,3085,6,2019,False,NIT,False,SC,FO,0,0.9687,Not IIT,North,Civil,-191.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6086,6785,6,2020,False,NIT,False,SC,FO,699,0.929,Not IIT,North,Civil,3700.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4925,5396,6,2021,False,NIT,False,SC,FO,471,0.9243,Not IIT,North,Civil,-1389.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5269,5269,6,2022,False,NIT,False,SC,FO,0,0.9312,Not IIT,North,Civil,-127.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4490,4490,6,2023,False,NIT,False,SC,FO,0,0.9548,Not IIT,North,Civil,-779.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4077,4077,6,2025,False,NIT,False,SC,FO,0,0.9668,Not IIT,North,Civil,-413.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3928,3928,6,2018,False,NIT,False,SC,FO,0,0.9603,Not IIT,North,Civil,-4326.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1811,1811,6,2019,False,NIT,False,SC,FO,0,0.9816,Not IIT,North,Civil,-2117.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5165,5393,6,2020,False,NIT,False,SC,FO,228,0.9436,Not IIT,North,Civil,3582.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6899,7844,6,2021,False,NIT,False,SC,FO,945,0.89,Not IIT,North,Civil,2451.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2570,6216,6,2022,False,NIT,False,SC,FO,3646,0.9188,Not IIT,North,Civil,-1628.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8276,8885,6,2023,False,NIT,False,SC,FO,609,0.9106,Not IIT,North,Civil,2669.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7794,8254,6,2025,False,NIT,False,SC,FO,460,0.9327,Not IIT,North,Civil,-631.0,False,False,High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4590,5314,5,2024,False,NIT,False,SC,GN,724,0.9598,Not IIT,North,Civil,0.0,False,False,High Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2337,4509,5,2024,False,NIT,False,SC,GN,2172,0.9659,Not IIT,North,Civil,-31.0,False,False,Very High Competition,5
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,705,1977,6,2018,False,NIT,False,SC,GN,1272,0.98,Not IIT,North,Civil,-2576.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,935,2441,6,2019,False,NIT,False,SC,GN,1506,0.9753,Not IIT,North,Civil,2421.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2240,3445,6,2020,False,NIT,False,SC,GN,1205,0.964,Not IIT,North,Civil,1004.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2118,3297,6,2021,False,NIT,False,SC,GN,1179,0.9538,Not IIT,North,Civil,-148.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2633,4260,6,2022,False,NIT,False,SC,GN,1627,0.9444,Not IIT,North,Civil,963.0,False,False,Very High Competition,6
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2452,4540,6,2023,False,NIT,False,SC,GN,2088,0.9543,Not IIT,North,Civil,280.0,False,False,Very High Competition,6
